"index","user_id","first_name","last_name","sex","email","job_title","sales","quantity","product_id"
123,"363BC822BADd5f7","Roger","Beasley","Male","oochoa@example.com","Armed forces logistics/support/administrative officer","6647","470","FUR-TA-10004534"
124,"201FF92c4c85ef7","Albert","Tyler","Male","careyteresa@example.com","Surveyor, hydrographic","8605","121","OFF-BI-10003274"
125,"18bc6EeCCE1f1C2","Tracie","Mooney","Female","nicolas31@example.com","Engineer, structural","1723","378","OFF-ST-10002974"
126,"1Bb45198c473530","Tim","Ponce","Female","sblair@example.net","Museum/gallery conservator","5317","323","FUR-FU-10003773"
127,"b17FbED51F5E6dc","Margaret","Carr","Male","kara78@example.com","Television camera operator","8476","13","TEC-PH-10002293"
128,"a2A4fd285DAD2b4","Autumn","Davis","Female","sierrabrock@example.com","Hydrographic surveyor","8924","402","OFF-PA-10002377"
129,"eAdCa2bd47Bbd5e","Christina","Hendrix","Female","cchandler@example.org","IT sales professional","4161","300","OFF-FA-10002780"
130,"6b03e33eEddCFC7","Andrew","Holden","Male","yolanda80@example.com","Fitness centre manager","2563","256","OFF-PA-10001804"
131,"aE16A3c90AC05dB","April","Hebert","Male","tammie24@example.org","Clinical research associate","4077","251","OFF-PA-10001736"
132,"8CA86e8FcACeE4D","Peter","Long","Male","terrance42@example.com","Artist","3564","31","OFF-AR-10001149"
133,"99d1Fb3608ACF2A","Christina","Carter","Female","joannacastaneda@example.com","Engineer, agricultural","4677","499","OFF-FA-10002988"
134,"4eB6A9cb84BF51B","David","Faulkner","Female","costaariel@example.com","Museum/gallery exhibitions officer","250","435","OFF-BI-10004781"
135,"B43EAF7bc56967C","Willie","Arellano","Female","owensmeghan@example.com","Interior and spatial designer","9921","322","OFF-SU-10001218"
136,"6e07e8F150DeB82","Traci","Sosa","Male","mckinneyelijah@example.org","Financial adviser","5126","491","OFF-AR-10000940"
137,"f781EbEb7FDBE35","Alexandria","Burgess","Male","franklinnoah@example.com","Glass blower/designer","6367","293","OFF-EN-10004030"
138,"B9506A7DdC58b34","Manuel","Castro","Male","michellefranco@example.org","Herbalist","2026","31","OFF-PA-10004327"
139,"be4B0DFd06FFF1D","Nathan","Glenn","Male","bentontroy@example.com","Stage manager","6329","28","OFF-AP-10001058"
140,"7d3402dB0D0d2ae","Hailey","Aguirre","Male","ygregory@example.net","Engineer, manufacturing","4429","381","FUR-FU-10000521"
141,"9BEeD41BDC4ca32","Arthur","Lyons","Female","gmckee@example.org","Development worker, community","3614","493","TEC-PH-10000215"
142,"B81eeD3F7e13A2e","Alexa","Washington","Female","garrettgordon@example.net","Loss adjuster, chartered","1853","454","TEC-PH-10001448"
143,"cF20CcFDD4E8733","Jorge","Wells","Female","pattersonlatoya@example.net","Research scientist (life sciences)","4457","78","OFF-BI-10002735"
144,"0c7fc0bFd703d8e","Oscar","Camacho","Female","albertstanton@example.net","Fashion designer","6993","198","OFF-AP-10000326"
145,"99fa0bC5cC11b1f","Derrick","Cook","Male","javierfrench@example.org","Product/process development scientist","1680","183","TEC-PH-10001254"
146,"979A626e5F115f2","Teresa","Page","Male","lnash@example.org","Chiropodist","1554","378","OFF-PA-10001950"
147,"009E1accabB9Af6","Randy","Tanner","Female","shellycain@example.org","Civil engineer, consulting","5561","36","OFF-PA-10002254"
148,"a9E3b490AE3B346","Joann","Fuller","Male","pstone@example.net","Chief Executive Officer","3174","425","OFF-ST-10001590"
149,"Ab0bbcE993E23c7","Christopher","Braun","Female","graytami@example.org","Engineer, petroleum","8140","463","OFF-AR-10001547"
150,"5627680A2Ca214B","Malik","Summers","Male","lynn40@example.org","Health promotion specialist","9990","181","OFF-LA-10002475"
151,"94bE4E2109cF33b","Kristi","Sims","Female","starkbrandon@example.org","Surveyor, building","3063","368","TEC-PH-10004536"
152,"3412AaD2be50E07","Mariah","Huang","Female","timothycastro@example.org","Research scientist (life sciences)","6472","253","OFF-PA-10002751"
153,"5AB091FFDe887eC","Monique","Mahoney","Female","vholmes@example.com","Waste management officer","7722","345","TEC-AC-10003657"
154,"d7A706Fd9AdB27E","Stacie","Cardenas","Female","alejandro24@example.org","Writer","3176","131","OFF-EN-10001990"
155,"4fdeB8D3F477aFB","Shannon","Cochran","Female","qcarter@example.net","Archaeologist","6142","348","OFF-BI-10004002"
156,"d5bbEF5AC75B9a5","Peggy","Odom","Male","leah97@example.com","Teacher, music","8667","234","OFF-AR-10004441"
157,"49Dcb786C01C5ca","Anthony","Briggs","Female","marciamullins@example.org","Biochemist, clinical","1573","170","TEC-MA-10000822"
158,"2bA19f60a800b19","Perry","Levine","Male","kirsten46@example.org","Tree surgeon","8529","89","OFF-ST-10000991"
159,"aDCb1F0eA108aa7","Denise","Hahn","Male","alexagraves@example.com","Architectural technologist","7164","438","FUR-CH-10004287"
160,"b956E2a9DE3898C","Thomas","Bruce","Female","curtisfrancisco@example.net","Product designer","766","218","OFF-AR-10002656"
161,"dB2D7274Daf7edD","Robyn","Paul","Male","seanmcguire@example.org","Commercial/residential surveyor","1480","4","OFF-AP-10002518"
162,"f52181F2B4c2e9A","Miguel","Leblanc","Female","whitney63@example.org","General practice doctor","5769","130","TEC-PH-10003931"
163,"5968b1AD19823B9","Laura","Rice","Male","tharmon@example.net","Social worker","5750","94","OFF-PA-10000659"
164,"dbcde3f68Bfaf7E","Madeline","Leach","Male","xcaldwell@example.com","Camera operator","8040","475","OFF-PA-10001144"
165,"925E52c1F2F239E","Christopher","Nixon","Male","blackwellpaige@example.com","Food technologist","9675","167","FUR-CH-10003817"
166,"9ca2f3A7a60ea88","Mackenzie","Cantrell","Male","deniseromero@example.net","Engineer, agricultural","5605","450","OFF-AP-10000891"
167,"aB2Ef1d3f6d6e6E","Phyllis","Sanchez","Male","ramseymaria@example.com","Translator","2300","133","OFF-LA-10003148"
168,"37AdbaEbBA8e317","Jesus","Sosa","Female","jflores@example.com","Careers information officer","728","160","OFF-AP-10002684"
169,"beC1BB41df95f2D","Maurice","Hodge","Female","micheal55@example.org","Garment/textile technologist","2009","206","FUR-CH-10004698"
170,"E1844addD8eEe76","Brittney","Stafford","Male","avilasarah@example.net","Designer, textile","3081","42","OFF-SU-10002189"
171,"1AD35A22F0BA772","Dalton","Butler","Female","tonystuart@example.org","Claims inspector/assessor","8560","40","OFF-AR-10001940"
172,"382eD6ac4a352cE","Russell","Zamora","Female","isaac99@example.org","Research officer, trade union","1095","341","OFF-ST-10003455"
173,"bFB42223CDD342F","Alex","Stewart","Male","rcosta@example.net","Production engineer","9151","398","TEC-AC-10004659"
174,"C8C2ebF103A8E69","Jenny","Nash","Female","mhall@example.org","Graphic designer","8050","175","TEC-PH-10003273"
175,"bddDa7FF9dE3b91","Daryl","Koch","Female","ehicks@example.net","Private music teacher","5885","222","TEC-PH-10004896"
176,"7eFA59d05df2cA9","Jake","Tate","Male","jorge12@example.com","Primary school teacher","6023","380","TEC-AC-10002345"
177,"C1e7272dFDFF2C4","Luke","Fletcher","Female","ravensimmons@example.net","Engineer, control and instrumentation","3553","224","OFF-BI-10001890"
178,"85E1F35FAaDA1Bb","Earl","Yates","Male","malik60@example.com","Dietitian","7941","3","TEC-AC-10002323"
179,"bCb195daBc7263e","Brittany","James","Male","sanfordmalik@example.net","Purchasing manager","6995","366","OFF-ST-10001328"
180,"2C96bcB1cD0f6ba","Wanda","Alvarado","Female","carolyn22@example.net","Therapist, music","4462","339","FUR-BO-10002613"
181,"16361CBC0DAFa00","Mckenzie","Beltran","Male","tgiles@example.com","Engineer, electrical","2032","488","TEC-PH-10001552"
182,"8EB4C4fd0C44bFa","Ernest","Camacho","Female","jennaconway@example.net","Quantity surveyor","6501","179","OFF-PA-10000061"
183,"7Aa938827F1e018","Haley","Hays","Female","iortega@example.org","Secretary/administrator","4733","415","OFF-AR-10003514"
184,"Befc7139d7eD662","Dalton","Chaney","Female","pacevirginia@example.com","Social research officer, government","2021","184","OFF-AR-10004685"
185,"4E641fd49f55bcD","Drew","Sanchez","Male","hartelaine@example.org","Early years teacher","7300","46","OFF-AR-10004027"
186,"108773b6Ba4Dbdb","Bradley","Copeland","Female","waltonleonard@example.net","Engineer, aeronautical","3382","75","OFF-ST-10001414"
187,"6eBdCDac47F3428","Alan","Randall","Male","bernardamanda@example.com","Teacher, special educational needs","4471","468","OFF-BI-10000343"
188,"fA0eA5B7e62c9Df","Angelica","Hull","Male","dpennington@example.com","Visual merchandiser","1853","154","OFF-PA-10002749"
189,"eEFc74EBC49e6BB","Daryl","Newman","Female","imccann@example.org","Copy","2078","310","OFF-PA-10002666"
190,"554A9ecCaFa62ee","Tristan","Morton","Female","terrance57@example.com","Advertising art director","2084","113","FUR-TA-10004289"
191,"CdCDB0F97fF999f","Tami","Compton","Male","wmacdonald@example.org","Nurse, mental health","1049","474","OFF-AP-10003622"
192,"26A154Aa4318fFd","Grant","Esparza","Female","levinebianca@example.net","Historic buildings inspector/conservation officer","9205","384","OFF-AP-10003217"
193,"8f3015cAb55F348","Sherri","Williams","Male","smithjasmine@example.com","Engineer, broadcasting (operations)","4718","436","FUR-FU-10002960"
194,"037eF750C5fb7B6","Barbara","Bowers","Male","david92@example.org","Risk analyst","4470","73","TEC-PH-10001918"
195,"346FcF07FB14CcD","Sherry","Maldonado","Male","cassidy66@example.org","Retail manager","4655","366","OFF-ST-10000642"
196,"1aa37dC5b2eB175","Francisco","Flowers","Female","zachary83@example.net","Librarian, academic","736","225","TEC-PH-10001700"
197,"DeF3DE4a6ABb2D2","Janice","Daugherty","Female","ireese@example.net","Fast food restaurant manager","9084","409","OFF-FA-10000134"
198,"C88B0CFc36D6fF4","Melody","Clements","Male","christiandarryl@example.org","Public house manager","8511","98","OFF-ST-10001522"
199,"75Afa67CffE0Dd9","Evan","Howe","Male","huffwyatt@example.com","Accommodation manager","3951","342","TEC-AC-10001266"
200,"448dAD1F6dCc9de","Terrance","Rowe","Male","schroederduane@example.org","Medical secretary","8655","200","OFF-LA-10004544"
201,"dEEb9bDB65Ed4fB","Stephanie","Nunez","Female","kaitlynwoodward@example.com","Engineer, automotive","8995","86","FUR-BO-10004695"
202,"bA09B6Bc6fBc65B","Jimmy","Wiggins","Male","randallcarol@example.net","Landscape architect","5914","292","TEC-MA-10000864"
203,"c23aDdb939f4D7F","Sonia","Parks","Female","betty58@example.com","Manufacturing systems engineer","7210","376","TEC-AC-10000109"
204,"81Ff5cfd97ACBd4","Curtis","Zamora","Male","isaiah96@example.org","Engineer, manufacturing","4364","155","TEC-PH-10002563"
205,"eA7df1fcFa5aacC","Tracie","Baker","Female","zblair@example.org","Merchandiser, retail","8795","398","OFF-FA-10000585"
206,"131570D70d0ff65","Eugene","Richmond","Female","xmontgomery@example.com","Teacher, special educational needs","8051","190","OFF-PA-10004000"
207,"aBE87b98c2A20c0","Lonnie","Bernard","Female","tkoch@example.org","Professor Emeritus","453","206","FUR-FU-10000087"
208,"2F704AacCEbAb2b","Alan","Shaffer","Male","fitzpatrickwhitney@example.net","Adult nurse","5902","327","TEC-MA-10001148"
209,"674bbaD7A5D26B9","Grace","Mckenzie","Male","lawsonroger@example.org","Fast food restaurant manager","4776","236","OFF-AR-10001958"
210,"1bA6EDeebf7E163","Logan","Obrien","Female","theresa29@example.com","Engineer, communications","201","464","OFF-AR-10001026"
211,"DF17975CC0a0373","Katrina","Duke","Female","robin78@example.com","Producer, radio","7255","244","FUR-TA-10003748"
212,"fcFdD7dA96c1C7d","Katherine","Bolton","Male","tsullivan@example.org","Engineer, automotive","2111","184","OFF-ST-10002485"
213,"A7aBc39Ee9dC1bd","Perry","Rollins","Male","hebertmike@example.org","Chief Marketing Officer","8890","79","FUR-CH-10004860"
214,"AbcE3CcC947cbBD","Makayla","York","Female","xolson@example.net","Librarian, academic","2718","449","FUR-CH-10004477"
215,"4C5Db5BFDBF60eb","Jo","Olsen","Female","kbraun@example.org","Amenity horticulturist","5728","110","OFF-BI-10001679"
216,"E03EbCFDDcE1f1f","Christian","Mosley","Male","anthonyalexa@example.net","Production manager","522","57","FUR-TA-10001705"
217,"aBa137daedc833c","Nancy","Arias","Male","melody43@example.net","Multimedia programmer","242","451","FUR-TA-10003473"
218,"4B4D0AD9abE41f0","Cheryl","Friedman","Female","mdavies@example.net","Illustrator","4643","188","FUR-FU-10004017"
